                 0,                  0,                  0,                  0
             0.001,                  0,                  0,  2.666666666666667
             0.002, 1.332296530927521e-006, 0.002663556494143729,  2.660447260525229
             0.003, 5.325040792148197e-006, 0.005320896400121957,  2.654233491597076
             0.004, 1.197201901536306e-005, 0.007972025358926129,  2.648025367432456
             0.005, 2.126702307703365e-005, 0.01061694901907974,  2.641822895545225
             0.006, 3.320385050589585e-005, 0.01325567303660196,  2.635626083412911
             0.007, 4.777630449043747e-005, 0.01588820307497135,  2.629434938476767
             0.008, 6.497819388633944e-005, 0.01851454480508963,  2.623249468141839
0.009000000000000001, 8.48033332238809e-005, 0.02113470390524547,  2.617069679777017
              0.01, 0.0001072455427153081, 0.02374868606107837,  2.610895580715102
             0.011, 0.0001322986482621672, 0.02635649696554263,  2.604727178252863
             0.012, 0.0001599564814626011, 0.02895814231887132,  2.598564479651095
             0.013, 0.0001902128796186099, 0.03155362782854033,   2.59240749213468
             0.014, 0.0002230616857432764, 0.03414295920923254,   2.58625622289265
             0.015, 0.0002584967485679547, 0.0367261421828019,  2.580110679078239
             0.016, 0.0002965119225494235, 0.03930318247823778,  2.573970867808951
             0.017, 0.0003371010678770036, 0.04187408583162918,  2.567836796166612
             0.018, 0.00038025805047964, 0.04443885798612911,  2.561708471197437
             0.019, 0.0004259767420329475, 0.04699750469191905,  2.555585899912083
              0.02, 0.0004742510199662222, 0.04955003170617333,  2.549469089285712
             0.021, 0.000525074767469416, 0.05209644479302376,  2.543358046258051
             0.022, 0.0005784418735000766, 0.05463674972352417,  2.537252777733448
             0.023, 0.0006343462327902517, 0.05717095227561508,  2.531153290580936
             0.024, 0.0006927817458533585, 0.05969905823408839,  2.525059591634288
             0.025, 0.0007537423189910167, 0.06222107339055219,   2.51897168769208
             0.026, 0.0008172218642998479, 0.06473700354339555,  2.512889585517749
             0.027, 0.0008832142996782382, 0.06724685449775347,  2.506813291839653
             0.028, 0.0009517135488330674, 0.06975063206547177,  2.500742813351128
             0.029, 0.001022713541286402, 0.07224834206507211,   2.49467815671055
              0.03, 0.001096208212382153, 0.07473999032171708,  2.488619328541393
